"","collection_no","formation","occurrence_no","record_type","reid_no","flags","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc2","protected","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","formation3","stratgroup4","member5","lithdescript6","lithology17","lithadj18","lithification19","minor_lithology110","fossilsfrom111","lithology212","lithadj213","lithification214","minor_lithology215","fossilsfrom216","time_bins","time_contain","time_major","time_buffer","time_overlap","primary_reference","old_max_ma","old_min_ma","id","n_bins","bin_assignment","bin_midpoint","overlap_percentage","Target","plng","plat","cells","layer","data.lng","data.lat","Coll_count"
"663",45821,"Oldman",463924,"occ",NA,"","Paronychodon lacustris","species",54487,"nomen dubium","Paronychodon",NA,"genus",38565,"Middle Campanian","Late Campanian",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Paronychodon",NA,NA,1,"specimens",-110.719452,49.161789,"","Confluence Site, RTMP L1134",NA,"CS","CA","Alberta","","stated in text","5","small collection","LSD 9, Sec 34, T2, R6, W 4th meridian; Calib Coulee","gp_mid",NA,NA,"coordinates not computable using this model","CA","","Belly River","","bed","","","","","",NA,"","Nesmo's unit, middle unit of formation; horizon estimated","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","condensed","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7683,2,"SC.4",80.75,65.06,NA,-73.7882,56.0178,7891,1,-110.719452,49.161789,"Non-singleton"
"664",45821,"Oldman",463921,"occ",NA,"","Saurornitholestes langstoni","species",54556,"","Saurornitholestes langstoni",NA,"species",54556,"Middle Campanian","Late Campanian",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Saurornitholestes",NA,NA,6,"specimens",-110.719452,49.161789,"","Confluence Site, RTMP L1134",NA,"CS","CA","Alberta","","stated in text","5","small collection","LSD 9, Sec 34, T2, R6, W 4th meridian; Calib Coulee","gp_mid",NA,NA,"coordinates not computable using this model","CA","","Belly River","","bed","","","","","",NA,"","Nesmo's unit, middle unit of formation; horizon estimated","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","condensed","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","carnivore","oviparous","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,8035,2,"SC.4",80.75,65.06,NA,-73.7882,56.0178,7891,1,-110.719452,49.161789,"Non-singleton"
"665",45821,"Oldman",463925,"occ",NA,"","Tyrannosauridae indet.","family",38606,"","Tyrannosauridae",NA,"family",38606,"Middle Campanian","Late Campanian",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Saurischia","NO_ORDER_SPECIFIED","Tyrannosauridae","",NA,NA,4,"specimens",-110.719452,49.161789,"","Confluence Site, RTMP L1134",NA,"CS","CA","Alberta","","stated in text","5","small collection","LSD 9, Sec 34, T2, R6, W 4th meridian; Calib Coulee","gp_mid",NA,NA,"coordinates not computable using this model","CA","","Belly River","","bed","","","","","",NA,"","Nesmo's unit, middle unit of formation; horizon estimated","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","condensed","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,8048,2,"SC.4",80.75,65.06,"Tyrannosauridae",-73.7882,56.0178,7891,1,-110.719452,49.161789,"Non-singleton"
"666",45821,"Oldman",463918,"occ",NA,"","Nodosauridae indet.","family",38817,"","Nodosauridae",NA,"family",38817,"Middle Campanian","Late Campanian",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","",NA,NA,3,"specimens",-110.719452,49.161789,"","Confluence Site, RTMP L1134",NA,"CS","CA","Alberta","","stated in text","5","small collection","LSD 9, Sec 34, T2, R6, W 4th meridian; Calib Coulee","gp_mid",NA,NA,"coordinates not computable using this model","CA","","Belly River","","bed","","","","","",NA,"","Nesmo's unit, middle unit of formation; horizon estimated","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","condensed","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7706,2,"SC.4",80.75,65.06,NA,-73.7882,56.0178,7891,1,-110.719452,49.161789,"Non-singleton"
"667",45821,"Oldman",463901,"occ",NA,"","Opisthotriton kayi","species",63051,"","Opisthotriton kayi",NA,"species",63051,"Middle Campanian","Late Campanian",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Osteichthyes","Proteida","Batrachosauroididae","Opisthotriton",NA,NA,145,"specimens",-110.719452,49.161789,"","Confluence Site, RTMP L1134",NA,"CS","CA","Alberta","","stated in text","5","small collection","LSD 9, Sec 34, T2, R6, W 4th meridian; Calib Coulee","gp_mid",NA,NA,"coordinates not computable using this model","CA","","Belly River","","bed","","","","","",NA,"","Nesmo's unit, middle unit of formation; horizon estimated","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","condensed","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","freshwater",NA,"actively mobile","aquatic","","carnivore","","","","phosphatic","","",NA,"Oldman","Belly River","","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7422,2,"SC.4",80.75,65.06,NA,-73.7882,56.0178,7891,1,-110.719452,49.161789,"Non-singleton"
"668",45821,"Oldman",463926,"occ",NA,"","Aves indet.","class",36616,"","Aves",NA,"class",36616,"Middle Campanian","Late Campanian",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Aves","","","",NA,NA,2,"specimens",-110.719452,49.161789,"","Confluence Site, RTMP L1134",NA,"CS","CA","Alberta","","stated in text","5","small collection","LSD 9, Sec 34, T2, R6, W 4th meridian; Calib Coulee","gp_mid",NA,NA,"coordinates not computable using this model","CA","","Belly River","","bed","","","","","",NA,"","Nesmo's unit, middle unit of formation; horizon estimated","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","condensed","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,8029,2,"SC.4",80.75,65.06,NA,-73.7882,56.0178,7891,1,-110.719452,49.161789,"Non-singleton"
"669",45821,"Oldman",464557,"occ",NA,"","Multituberculata indet.","order",39779,"","Multituberculata",NA,"order",39779,"Middle Campanian","Late Campanian",79.52,77.03,"Brinkman et al.",2004,11931,"Chordata","Mammalia","Multituberculata","","",NA,NA,3,"specimens",-110.719452,49.161789,"","Confluence Site, RTMP L1134",NA,"CS","CA","Alberta","","stated in text","5","small collection","LSD 9, Sec 34, T2, R6, W 4th meridian; Calib Coulee","gp_mid",NA,NA,"coordinates not computable using this model","CA","","Belly River","","bed","","","","","",NA,"","Nesmo's unit, middle unit of formation; horizon estimated","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","condensed","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","arboreal","","herbivore","","","see also Simpson 1937 Bull USNM, who hypothesizes that multis were largely arboreal","phosphatic","","",NA,"Oldman","Belly River","","""muddy sandstone""","sandstone","","","argillaceous","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","D. B. Brinkman, A. P. Russell, and D. A. Eberth, J. Peng. 2004. Vertebrate palaeocommunities of the lower Judith River Group (Campanian) of southeastern Alberta, Canada, as interpreted from vertebrate microfossil assemblages. Palaeogeography, Palaeoclimatology, Palaeoecology 213:295-313",83.5,70.6,7967,2,"SC.4",80.75,65.06,NA,-73.7882,56.0178,7891,1,-110.719452,49.161789,"Non-singleton"
"670",45822,"Oldman",463953,"occ",NA,"","Nodosauridae indet.","family",38817,"","Nodosauridae",NA,"family",38817,"Late Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","",NA,NA,1,"specimens",-110.700768,49.07629,"","Salamander Site, RTMP L1135",NA,"Sal S","CA","Alberta","","stated in text","6","small collection","LSD 9, Sec 35, T1, R6, W 4th meridian; Calib Coulee, Milk River drainage","gp_mid",-66.16,59.2,"101","CA","","Belly River","Upper","bed","","","","","",NA,"","Nesmo's unit, upper part of formation; 20-30 m above middle unit","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","time-averaged","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","Upper","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7625,2,"SC.4",80.75,65.06,NA,-73.8217,55.9335,7891,1,-110.700768,49.07629,"Non-singleton"
"671",45822,"Oldman",464554,"occ",NA,"","Multituberculata indet.","order",39779,"","Multituberculata",NA,"order",39779,"Late Campanian","",79.52,77.03,"Brinkman et al.",2004,11931,"Chordata","Mammalia","Multituberculata","","",NA,NA,4,"specimens",-110.700768,49.07629,"","Salamander Site, RTMP L1135",NA,"Sal S","CA","Alberta","","stated in text","6","small collection","LSD 9, Sec 35, T1, R6, W 4th meridian; Calib Coulee, Milk River drainage","gp_mid",-66.16,59.2,"101","CA","","Belly River","Upper","bed","","","","","",NA,"","Nesmo's unit, upper part of formation; 20-30 m above middle unit","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","time-averaged","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","arboreal","","herbivore","","","see also Simpson 1937 Bull USNM, who hypothesizes that multis were largely arboreal","phosphatic","","",NA,"Oldman","Belly River","Upper","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","D. B. Brinkman, A. P. Russell, and D. A. Eberth, J. Peng. 2004. Vertebrate palaeocommunities of the lower Judith River Group (Campanian) of southeastern Alberta, Canada, as interpreted from vertebrate microfossil assemblages. Palaeogeography, Palaeoclimatology, Palaeoecology 213:295-313",83.5,70.6,7887,2,"SC.4",80.75,65.06,NA,-73.8217,55.9335,7891,1,-110.700768,49.07629,"Non-singleton"
"672",45822,"Oldman",463951,"occ",NA,"","Hadrosauridae indet.","family",38755,"","Hadrosauridae",NA,"family",38755,"Late Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","",NA,NA,132,"specimens",-110.700768,49.07629,"","Salamander Site, RTMP L1135",NA,"Sal S","CA","Alberta","","stated in text","6","small collection","LSD 9, Sec 35, T1, R6, W 4th meridian; Calib Coulee, Milk River drainage","gp_mid",-66.16,59.2,"101","CA","","Belly River","Upper","bed","","","","","",NA,"","Nesmo's unit, upper part of formation; 20-30 m above middle unit","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","time-averaged","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","Upper","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7355,2,"SC.4",80.75,65.06,"Hadrosauridae",-73.8217,55.9335,7891,1,-110.700768,49.07629,"Non-singleton"
"673",45822,"Oldman",463955,"occ",NA,"","Paronychodon lacustris","species",54487,"nomen dubium","Paronychodon",NA,"genus",38565,"Late Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Paronychodon",NA,NA,1,"specimens",-110.700768,49.07629,"","Salamander Site, RTMP L1135",NA,"Sal S","CA","Alberta","","stated in text","6","small collection","LSD 9, Sec 35, T1, R6, W 4th meridian; Calib Coulee, Milk River drainage","gp_mid",-66.16,59.2,"101","CA","","Belly River","Upper","bed","","","","","",NA,"","Nesmo's unit, upper part of formation; 20-30 m above middle unit","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","time-averaged","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","Upper","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7642,2,"SC.4",80.75,65.06,NA,-73.8217,55.9335,7891,1,-110.700768,49.07629,"Non-singleton"
"674",45822,"Oldman",463947,"occ",NA,"","cf. Palaeosaniwa canadensis","species",63234,"","Palaeosaniwa canadensis",NA,"species",63234,"Late Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Reptilia","Squamata","NO_FAMILY_SPECIFIED","Palaeosaniwa",NA,NA,1,"specimens",-110.700768,49.07629,"","Salamander Site, RTMP L1135",NA,"Sal S","CA","Alberta","","stated in text","6","small collection","LSD 9, Sec 35, T1, R6, W 4th meridian; Calib Coulee, Milk River drainage","gp_mid",-66.16,59.2,"101","CA","","Belly River","Upper","bed","","","","","",NA,"","Nesmo's unit, upper part of formation; 20-30 m above middle unit","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","time-averaged","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"Oldman","Belly River","Upper","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7397,2,"SC.4",80.75,65.06,NA,-73.8217,55.9335,7891,1,-110.700768,49.07629,"Non-singleton"
"675",45822,"Oldman",463941,"occ",NA,"","Anura indet.","order",37422,"","Anura",NA,"order",97112,"Late Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Osteichthyes","Anura","","",NA,NA,40,"specimens",-110.700768,49.07629,"","Salamander Site, RTMP L1135",NA,"Sal S","CA","Alberta","","stated in text","6","small collection","LSD 9, Sec 35, T1, R6, W 4th meridian; Calib Coulee, Milk River drainage","gp_mid",-66.16,59.2,"101","CA","","Belly River","Upper","bed","","","","","",NA,"","Nesmo's unit, upper part of formation; 20-30 m above middle unit","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","time-averaged","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","brackish,freshwater,terrestrial",NA,"actively mobile","amphibious","","carnivore","","","","phosphatic","","",NA,"Oldman","Belly River","Upper","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7964,2,"SC.4",80.75,65.06,NA,-73.8217,55.9335,7891,1,-110.700768,49.07629,"Non-singleton"
"676",45822,"Oldman",463942,"occ",NA,"","Baenidae indet.","family",37627,"","Baenidae",NA,"family",37627,"Late Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Reptilia","Testudinata","Baenidae","",NA,NA,4,"specimens",-110.700768,49.07629,"","Salamander Site, RTMP L1135",NA,"Sal S","CA","Alberta","","stated in text","6","small collection","LSD 9, Sec 35, T1, R6, W 4th meridian; Calib Coulee, Milk River drainage","gp_mid",-66.16,59.2,"101","CA","","Belly River","Upper","bed","","","","","",NA,"","Nesmo's unit, upper part of formation; 20-30 m above middle unit","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","time-averaged","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"Oldman","Belly River","Upper","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7849,2,"SC.4",80.75,65.06,NA,-73.8217,55.9335,7891,1,-110.700768,49.07629,"Non-singleton"
"677",45822,"Oldman",463950,"occ",NA,"","Alligatorinae indet.","unranked clade",53992,"","Alligatorinae",NA,"unranked clade",53992,"Late Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Reptilia","Crocodylia","Alligatoridae","",NA,NA,1,"specimens",-110.700768,49.07629,"","Salamander Site, RTMP L1135",NA,"Sal S","CA","Alberta","","stated in text","6","small collection","LSD 9, Sec 35, T1, R6, W 4th meridian; Calib Coulee, Milk River drainage","gp_mid",-66.16,59.2,"101","CA","","Belly River","Upper","bed","","","","","",NA,"","Nesmo's unit, upper part of formation; 20-30 m above middle unit","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","crevasse splay","","","mesofossils","","","","","",NA,"","body","","parautochthonous","time-averaged","concentrate","concentrated","random","","well","frequent","","","","general faunal/floral","bulk,sieve,field collection","TMP","","","","","","","","marine",NA,"actively mobile","","","carnivore","","","","phosphatic","","",NA,"Oldman","Belly River","Upper","""0.75 to 1.0 m thick, tabular, carbonaceous, silty sandstone. The host lithosome pinches out 30 m to the north, and passes into stacked ripple laminations with local ironstone 20 m to the south.""","sandstone","tabular","","silty,carbonaceous","Y","sandstone","current ripples,ferruginous","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7483,2,"SC.4",80.75,65.06,NA,-73.8217,55.9335,7891,1,-110.700768,49.07629,"Non-singleton"
