"","collection_no","formation","occurrence_no","record_type","reid_no","flags","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc2","protected","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","formation3","stratgroup4","member5","lithdescript6","lithology17","lithadj18","lithification19","minor_lithology110","fossilsfrom111","lithology212","lithadj213","lithification214","minor_lithology215","fossilsfrom216","time_bins","time_contain","time_major","time_buffer","time_overlap","primary_reference","old_max_ma","old_min_ma","id","n_bins","bin_assignment","bin_midpoint","overlap_percentage","Target","plng","plat","cells","layer","data.lng","data.lat","Coll_count"
"238",55363,"Horseshoe Canyon",796113,"occ",29306,"","cf. Troodon sp.","genus",38572,"","Troodon",NA,"genus",38572,"Early Maastrichtian","",74,67.696,"Larson and Currie",2013,48570,"Chordata","Saurischia","NO_ORDER_SPECIFIED","Troodontidae","Troodon",NA,NA,17,"specimens",-112.883331,51.995834,"TMP 2003.45.58, 2000.45.10, 2000.45.24, 2000.45.41, 2000.45.90, 2000.45.91, 2001.45.81, 2001.45.81, 2002.45.48, 2003.45.57","Albertosaurus Bonebed, Dry Island Buffalo Jump",NA,"Albertosaurus Quarry, Big Valley Creek, ABB, RTMP L2204","CA","Alberta","","based on nearby landmark","seconds","small collection","Coordinates taken from collection # 52468, near Dry Island, Alberta","gp_mid",-67.94,64.1,"101","CA","","Edmonton","Tolman","bed","","","","","",NA,"","from transition between Units 4 and 5, HCF ""B"", should be top of Tolman Mb.","""a lenticular, mixed sandstone-siltstone body…no meso- or large-scale cross-bedding or measurable ripple lamination was observed…one or more centimetre-scale beds of massive, poorly sorted, silty, fine-grained sandstone, with intraformational mudstone-to-ironstone clasts, mollusc stein kerns, and millimetre- to centimetre-scale layers of coalified logs, branches, leaves, and seeds. In some areas, the fossiliferous horizon is heavily cemented with a yellow-brown iron carbonate.""","sandstone","massive,lenticular,fine,ferruginous,intraclastic","","silty","Y","","","","","","coarse channel fill","","""a small alluvial channel, 2 m deep and 15 m wide""; ""a small fluvial channel oriented approximately NNE-SSW that experienced one or more high-energy flooding events.","macrofossils,mesofossils","none","many","teeth","","",NA,"","body,soft parts","good","parautochthonous","time-averaged","concentrate","#NAME?","preferred","abundant","poor","occasional","","","mass mortality event followed by rotting, modest reworking, and little scavenging or trampling. Includes skin impressions.","taxonomic","bulk,selective quarrying,surface (float),surface (in situ),mechanical,sieve,field collection","AMNH,TMP","","","","B. Brown & Kaisen, P. Currie","1910, 1997-2005","","","terrestrial",NA,"actively mobile","","","carnivore, omnivore","oviparous","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Horseshoe Canyon","Edmonton","Tolman","""a lenticular, mixed sandstone-siltstone body…no meso- or large-scale cross-bedding or measurable ripple lamination was observed…one or more centimetre-scale beds of massive, poorly sorted, silty, fine-grained sandstone, with intraformational mudstone-to-ironstone clasts, mollusc stein kerns, and millimetre- to centimetre-scale layers of coalified logs, branches, leaves, and seeds. In some areas, the fossiliferous horizon is heavily cemented with a yellow-brown iron carbonate.""","sandstone","massive,lenticular,fine,ferruginous,intraclastic","","silty","Y","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","D. W. Larson and P. J. Currie. 2013. Multivariate analyses of small theropod dinosaur teeth and implications for paleoecological turnover through time. PLoS ONE 8(1):e54329:1-14",70.6,66,4655,2,"SC.2",69.75,68.27,NA,-83.1025,60.0014,7057,1,-112.883331,51.995834,"Non-singleton"
"239",55363,"Horseshoe Canyon",534995,"occ",NA,"","Tyrannosauridae indet.","family",38606,"","Tyrannosauridae",NA,"family",38606,"Early Maastrichtian","",74,67.696,"Currie",2000,14866,"Chordata","Saurischia","NO_ORDER_SPECIFIED","Tyrannosauridae","",NA,NA,232,"specimens",-112.883331,51.995834,"","Albertosaurus Bonebed, Dry Island Buffalo Jump",NA,"Albertosaurus Quarry, Big Valley Creek, ABB, RTMP L2204","CA","Alberta","","based on nearby landmark","seconds","small collection","Coordinates taken from collection # 52468, near Dry Island, Alberta","gp_mid",-67.94,64.1,"101","CA","","Edmonton","Tolman","bed","","","","","",NA,"","from transition between Units 4 and 5, HCF ""B"", should be top of Tolman Mb.","""a lenticular, mixed sandstone-siltstone body…no meso- or large-scale cross-bedding or measurable ripple lamination was observed…one or more centimetre-scale beds of massive, poorly sorted, silty, fine-grained sandstone, with intraformational mudstone-to-ironstone clasts, mollusc stein kerns, and millimetre- to centimetre-scale layers of coalified logs, branches, leaves, and seeds. In some areas, the fossiliferous horizon is heavily cemented with a yellow-brown iron carbonate.""","sandstone","massive,lenticular,fine,ferruginous,intraclastic","","silty","Y","","","","","","coarse channel fill","","""a small alluvial channel, 2 m deep and 15 m wide""; ""a small fluvial channel oriented approximately NNE-SSW that experienced one or more high-energy flooding events.","macrofossils,mesofossils","none","many","teeth","","",NA,"","body,soft parts","good","parautochthonous","time-averaged","concentrate","#NAME?","preferred","abundant","poor","occasional","","","mass mortality event followed by rotting, modest reworking, and little scavenging or trampling. Includes skin impressions.","taxonomic","bulk,selective quarrying,surface (float),surface (in situ),mechanical,sieve,field collection","AMNH,TMP","","","","B. Brown & Kaisen, P. Currie","1910, 1997-2005","","","terrestrial",NA,"actively mobile","","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Horseshoe Canyon","Edmonton","Tolman","""a lenticular, mixed sandstone-siltstone body…no meso- or large-scale cross-bedding or measurable ripple lamination was observed…one or more centimetre-scale beds of massive, poorly sorted, silty, fine-grained sandstone, with intraformational mudstone-to-ironstone clasts, mollusc stein kerns, and millimetre- to centimetre-scale layers of coalified logs, branches, leaves, and seeds. In some areas, the fossiliferous horizon is heavily cemented with a yellow-brown iron carbonate.""","sandstone","massive,lenticular,fine,ferruginous,intraclastic","","silty","Y","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","P. J. Currie. 2000. Possible evidence of gregarious behavior in tyrannosaurids. Gaia 15:271-277",70.6,66,4529,2,"SC.2",69.75,68.27,"Tyrannosauridae",-83.1025,60.0014,7057,1,-112.883331,51.995834,"Non-singleton"
"240",55363,"Horseshoe Canyon",1081337,"occ",NA,"","Ceratopsidae indet.","family",38851,"","Ceratopsidae",NA,"family",38851,"Early Maastrichtian","",74,67.696,"Larson et al.",2010,43426,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","",NA,NA,3,"specimens",-112.883331,51.995834,"TMP 1999.50.121, 1999.50.164, 2000.45.36","Albertosaurus Bonebed, Dry Island Buffalo Jump",NA,"Albertosaurus Quarry, Big Valley Creek, ABB, RTMP L2204","CA","Alberta","","based on nearby landmark","seconds","small collection","Coordinates taken from collection # 52468, near Dry Island, Alberta","gp_mid",-67.94,64.1,"101","CA","","Edmonton","Tolman","bed","","","","","",NA,"","from transition between Units 4 and 5, HCF ""B"", should be top of Tolman Mb.","""a lenticular, mixed sandstone-siltstone body…no meso- or large-scale cross-bedding or measurable ripple lamination was observed…one or more centimetre-scale beds of massive, poorly sorted, silty, fine-grained sandstone, with intraformational mudstone-to-ironstone clasts, mollusc stein kerns, and millimetre- to centimetre-scale layers of coalified logs, branches, leaves, and seeds. In some areas, the fossiliferous horizon is heavily cemented with a yellow-brown iron carbonate.""","sandstone","massive,lenticular,fine,ferruginous,intraclastic","","silty","Y","","","","","","coarse channel fill","","""a small alluvial channel, 2 m deep and 15 m wide""; ""a small fluvial channel oriented approximately NNE-SSW that experienced one or more high-energy flooding events.","macrofossils,mesofossils","none","many","teeth","","",NA,"","body,soft parts","good","parautochthonous","time-averaged","concentrate","#NAME?","preferred","abundant","poor","occasional","","","mass mortality event followed by rotting, modest reworking, and little scavenging or trampling. Includes skin impressions.","taxonomic","bulk,selective quarrying,surface (float),surface (in situ),mechanical,sieve,field collection","AMNH,TMP","","","","B. Brown & Kaisen, P. Currie","1910, 1997-2005","","","terrestrial",NA,"actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Horseshoe Canyon","Edmonton","Tolman","""a lenticular, mixed sandstone-siltstone body…no meso- or large-scale cross-bedding or measurable ripple lamination was observed…one or more centimetre-scale beds of massive, poorly sorted, silty, fine-grained sandstone, with intraformational mudstone-to-ironstone clasts, mollusc stein kerns, and millimetre- to centimetre-scale layers of coalified logs, branches, leaves, and seeds. In some areas, the fossiliferous horizon is heavily cemented with a yellow-brown iron carbonate.""","sandstone","massive,lenticular,fine,ferruginous,intraclastic","","silty","Y","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","D. W. Larson, D. B. Brinkman, and P. R. Bell. 2010. Faunal assemblages from the upper Horseshoe Canyon Formation, an early Maastrichtian cool-climate assemblage from Alberta, with special reference to the Albertosaurus sarcophagus bonebed. Canadian Journal of Earth Sciences 47:1159-1181",70.6,66,4632,2,"SC.2",69.75,68.27,"Ceratopsidae",-83.1025,60.0014,7057,1,-112.883331,51.995834,"Non-singleton"
"241",55363,"Horseshoe Canyon",1081334,"occ",NA,"","Palaeobatrachus ? occidentalis","species",92265,"","Palaeobatrachus occidentalis",NA,"species",92265,"Early Maastrichtian","",74,67.696,"Larson et al.",2010,43426,"Chordata","Osteichthyes","Anura","Palaeobatrachidae","Palaeobatrachus",NA,NA,3,"specimens",-112.883331,51.995834,"TMP 2000.45.38, 2000.45.101","Albertosaurus Bonebed, Dry Island Buffalo Jump",NA,"Albertosaurus Quarry, Big Valley Creek, ABB, RTMP L2204","CA","Alberta","","based on nearby landmark","seconds","small collection","Coordinates taken from collection # 52468, near Dry Island, Alberta","gp_mid",-67.94,64.1,"101","CA","","Edmonton","Tolman","bed","","","","","",NA,"","from transition between Units 4 and 5, HCF ""B"", should be top of Tolman Mb.","""a lenticular, mixed sandstone-siltstone body…no meso- or large-scale cross-bedding or measurable ripple lamination was observed…one or more centimetre-scale beds of massive, poorly sorted, silty, fine-grained sandstone, with intraformational mudstone-to-ironstone clasts, mollusc stein kerns, and millimetre- to centimetre-scale layers of coalified logs, branches, leaves, and seeds. In some areas, the fossiliferous horizon is heavily cemented with a yellow-brown iron carbonate.""","sandstone","massive,lenticular,fine,ferruginous,intraclastic","","silty","Y","","","","","","coarse channel fill","","""a small alluvial channel, 2 m deep and 15 m wide""; ""a small fluvial channel oriented approximately NNE-SSW that experienced one or more high-energy flooding events.","macrofossils,mesofossils","none","many","teeth","","",NA,"","body,soft parts","good","parautochthonous","time-averaged","concentrate","#NAME?","preferred","abundant","poor","occasional","","","mass mortality event followed by rotting, modest reworking, and little scavenging or trampling. Includes skin impressions.","taxonomic","bulk,selective quarrying,surface (float),surface (in situ),mechanical,sieve,field collection","AMNH,TMP","","","","B. Brown & Kaisen, P. Currie","1910, 1997-2005","","","brackish,freshwater,terrestrial",NA,"actively mobile","amphibious","","carnivore","","","","phosphatic","","",NA,"Horseshoe Canyon","Edmonton","Tolman","""a lenticular, mixed sandstone-siltstone body…no meso- or large-scale cross-bedding or measurable ripple lamination was observed…one or more centimetre-scale beds of massive, poorly sorted, silty, fine-grained sandstone, with intraformational mudstone-to-ironstone clasts, mollusc stein kerns, and millimetre- to centimetre-scale layers of coalified logs, branches, leaves, and seeds. In some areas, the fossiliferous horizon is heavily cemented with a yellow-brown iron carbonate.""","sandstone","massive,lenticular,fine,ferruginous,intraclastic","","silty","Y","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","D. W. Larson, D. B. Brinkman, and P. R. Bell. 2010. Faunal assemblages from the upper Horseshoe Canyon Formation, an early Maastrichtian cool-climate assemblage from Alberta, with special reference to the Albertosaurus sarcophagus bonebed. Canadian Journal of Earth Sciences 47:1159-1181",70.6,66,4589,2,"SC.2",69.75,68.27,NA,-83.1025,60.0014,7057,1,-112.883331,51.995834,"Non-singleton"
"242",55363,"Horseshoe Canyon",1081338,"occ",NA,"","Ankylosauridae indet.","family",38831,"","Ankylosauridae",NA,"family",38831,"Early Maastrichtian","",74,67.696,"Larson et al.",2010,43426,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","",NA,NA,2,"specimens",-112.883331,51.995834,"TMP 2000.45.37, 2003.45.55","Albertosaurus Bonebed, Dry Island Buffalo Jump",NA,"Albertosaurus Quarry, Big Valley Creek, ABB, RTMP L2204","CA","Alberta","","based on nearby landmark","seconds","small collection","Coordinates taken from collection # 52468, near Dry Island, Alberta","gp_mid",-67.94,64.1,"101","CA","","Edmonton","Tolman","bed","","","","","",NA,"","from transition between Units 4 and 5, HCF ""B"", should be top of Tolman Mb.","""a lenticular, mixed sandstone-siltstone body…no meso- or large-scale cross-bedding or measurable ripple lamination was observed…one or more centimetre-scale beds of massive, poorly sorted, silty, fine-grained sandstone, with intraformational mudstone-to-ironstone clasts, mollusc stein kerns, and millimetre- to centimetre-scale layers of coalified logs, branches, leaves, and seeds. In some areas, the fossiliferous horizon is heavily cemented with a yellow-brown iron carbonate.""","sandstone","massive,lenticular,fine,ferruginous,intraclastic","","silty","Y","","","","","","coarse channel fill","","""a small alluvial channel, 2 m deep and 15 m wide""; ""a small fluvial channel oriented approximately NNE-SSW that experienced one or more high-energy flooding events.","macrofossils,mesofossils","none","many","teeth","","",NA,"","body,soft parts","good","parautochthonous","time-averaged","concentrate","#NAME?","preferred","abundant","poor","occasional","","","mass mortality event followed by rotting, modest reworking, and little scavenging or trampling. Includes skin impressions.","taxonomic","bulk,selective quarrying,surface (float),surface (in situ),mechanical,sieve,field collection","AMNH,TMP","","","","B. Brown & Kaisen, P. Currie","1910, 1997-2005","","","terrestrial",NA,"actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Horseshoe Canyon","Edmonton","Tolman","""a lenticular, mixed sandstone-siltstone body…no meso- or large-scale cross-bedding or measurable ripple lamination was observed…one or more centimetre-scale beds of massive, poorly sorted, silty, fine-grained sandstone, with intraformational mudstone-to-ironstone clasts, mollusc stein kerns, and millimetre- to centimetre-scale layers of coalified logs, branches, leaves, and seeds. In some areas, the fossiliferous horizon is heavily cemented with a yellow-brown iron carbonate.""","sandstone","massive,lenticular,fine,ferruginous,intraclastic","","silty","Y","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","D. W. Larson, D. B. Brinkman, and P. R. Bell. 2010. Faunal assemblages from the upper Horseshoe Canyon Formation, an early Maastrichtian cool-climate assemblage from Alberta, with special reference to the Albertosaurus sarcophagus bonebed. Canadian Journal of Earth Sciences 47:1159-1181",70.6,66,4619,2,"SC.2",69.75,68.27,NA,-83.1025,60.0014,7057,1,-112.883331,51.995834,"Non-singleton"
"243",60563,"Horseshoe Canyon",575889,"occ",NA,"","Hadrosauridae indet.","family",38755,"","Hadrosauridae",NA,"family",38755,"Early Maastrichtian","",74,67.696,"Ryan et al.",2000,17404,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","",NA,NA,224,"specimens",-112.878609,51.538891,"","RTMP L2000, Horsethief Canyon",NA,"","CA","Alberta","","estimated from map","seconds","small collection","Horsethief Canyon, near Drumheller in the Red Deer Valley","gp_mid",-68.44,63.7,"101","CA","","Edmonton","","bed","","","","","",NA,"","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","""channel""","","meandering channel deposits interpreted as having been deposited in an overbank setting during a flood event; scattered fossils are interpreted to represent a modern deflational lag formed by winnowing away of fine-grained sediments","macrofossils,mesofossils","","","","","",NA,"","body","variable","","","","dispersed","random","","","frequent","","","","taxonomic","surface (float),surface (in situ),sieve,field collection","","","","","","","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Horseshoe Canyon","Edmonton","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","M. J. Ryan, P. J. Currie, and J. D. Gardner, M. K. Vickaryous, J. M. Lavigne. 2000. Baby hadrosaurid material associated with an unusually high abundance of Troodon teeth from the Horseshoe Canyon Formation, Upper Cretaceous, Alberta, Cananda. Gaia 15:123-133",70.6,66,4615,2,"SC.2",69.75,68.27,"Hadrosauridae",-83.3814,59.5666,7057,1,-112.878609,51.538891,"Non-singleton"
"244",60563,"Horseshoe Canyon",575886,"occ",29321,"","Dromaeosaurinae indet.","subfamily",54552,"","Dromaeosaurinae",NA,"subfamily",54552,"Early Maastrichtian","",74,67.696,"Larson and Currie",2013,48570,"Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","",NA,NA,8,"specimens",-112.878609,51.538891,"","RTMP L2000, Horsethief Canyon",NA,"","CA","Alberta","","estimated from map","seconds","small collection","Horsethief Canyon, near Drumheller in the Red Deer Valley","gp_mid",-68.44,63.7,"101","CA","","Edmonton","","bed","","","","","",NA,"","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","""channel""","","meandering channel deposits interpreted as having been deposited in an overbank setting during a flood event; scattered fossils are interpreted to represent a modern deflational lag formed by winnowing away of fine-grained sediments","macrofossils,mesofossils","","","","","",NA,"","body","variable","","","","dispersed","random","","","frequent","","","","taxonomic","surface (float),surface (in situ),sieve,field collection","","","","","","","","","terrestrial",NA,"actively mobile","ground dwelling","","carnivore","oviparous","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Horseshoe Canyon","Edmonton","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","D. W. Larson and P. J. Currie. 2013. Multivariate analyses of small theropod dinosaur teeth and implications for paleoecological turnover through time. PLoS ONE 8(1):e54329:1-14",70.6,66,4560,2,"SC.2",69.75,68.27,NA,-83.3814,59.5666,7057,1,-112.878609,51.538891,"Non-singleton"
"245",60563,"Horseshoe Canyon",575891,"occ",19479,"","Pediomyidae indet.","family",39999,"","Pediomyidae",NA,"family",209133,"Early Maastrichtian","",74,67.696,"Alroy",2007,19636,"Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","",NA,NA,1,"specimens",-112.878609,51.538891,"","RTMP L2000, Horsethief Canyon",NA,"","CA","Alberta","","estimated from map","seconds","small collection","Horsethief Canyon, near Drumheller in the Red Deer Valley","gp_mid",-68.44,63.7,"101","CA","","Edmonton","","bed","","","","","",NA,"","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","""channel""","","meandering channel deposits interpreted as having been deposited in an overbank setting during a flood event; scattered fossils are interpreted to represent a modern deflational lag formed by winnowing away of fine-grained sediments","macrofossils,mesofossils","","","","","",NA,"","body","variable","","","","dispersed","random","","","frequent","","","","taxonomic","surface (float),surface (in situ),sieve,field collection","","","","","","","","","terrestrial",NA,"actively mobile","","","omnivore","viviparous","","","phosphatic","","",NA,"Horseshoe Canyon","Edmonton","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","J. Alroy. 2007. Synonymies and reidentifications of North American fossil vertebrates and so forth.",70.6,66,4469,2,"SC.2",69.75,68.27,NA,-83.3814,59.5666,7057,1,-112.878609,51.538891,"Non-singleton"
"246",60563,"Horseshoe Canyon",575884,"occ",NA,"","Paronychodon sp.","genus",38565,"","Paronychodon",NA,"genus",38565,"Early Maastrichtian","",74,67.696,"Ryan et al.",2000,17404,"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Paronychodon",NA,NA,1,"specimens",-112.878609,51.538891,"","RTMP L2000, Horsethief Canyon",NA,"","CA","Alberta","","estimated from map","seconds","small collection","Horsethief Canyon, near Drumheller in the Red Deer Valley","gp_mid",-68.44,63.7,"101","CA","","Edmonton","","bed","","","","","",NA,"","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","""channel""","","meandering channel deposits interpreted as having been deposited in an overbank setting during a flood event; scattered fossils are interpreted to represent a modern deflational lag formed by winnowing away of fine-grained sediments","macrofossils,mesofossils","","","","","",NA,"","body","variable","","","","dispersed","random","","","frequent","","","","taxonomic","surface (float),surface (in situ),sieve,field collection","","","","","","","","","terrestrial",NA,"actively mobile","","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Horseshoe Canyon","Edmonton","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","M. J. Ryan, P. J. Currie, and J. D. Gardner, M. K. Vickaryous, J. M. Lavigne. 2000. Baby hadrosaurid material associated with an unusually high abundance of Troodon teeth from the Horseshoe Canyon Formation, Upper Cretaceous, Alberta, Cananda. Gaia 15:123-133",70.6,66,4598,2,"SC.2",69.75,68.27,NA,-83.3814,59.5666,7057,1,-112.878609,51.538891,"Non-singleton"
"247",60563,"Horseshoe Canyon",575890,"occ",NA,"","Mammalia indet.","class",36651,"","Mammalia",NA,"class",36651,"Early Maastrichtian","",74,67.696,"Ryan et al.",2000,17404,"Chordata","Mammalia","","","",NA,NA,4,"specimens",-112.878609,51.538891,"","RTMP L2000, Horsethief Canyon",NA,"","CA","Alberta","","estimated from map","seconds","small collection","Horsethief Canyon, near Drumheller in the Red Deer Valley","gp_mid",-68.44,63.7,"101","CA","","Edmonton","","bed","","","","","",NA,"","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","""channel""","","meandering channel deposits interpreted as having been deposited in an overbank setting during a flood event; scattered fossils are interpreted to represent a modern deflational lag formed by winnowing away of fine-grained sediments","macrofossils,mesofossils","","","","","",NA,"","body","variable","","","","dispersed","random","","","frequent","","","","taxonomic","surface (float),surface (in situ),sieve,field collection","","","","","","","","","terrestrial",NA,"actively mobile","","","insectivore","","","See Jenkins, Jr. and Parrington (1976)\r\nWhatley and Carrano set this to scansorial insectivore oviparous and I am unsetting it because it causes all sorts of bizarre problems; individual orders and families should be set instead","phosphatic","","",NA,"Horseshoe Canyon","Edmonton","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","M. J. Ryan, P. J. Currie, and J. D. Gardner, M. K. Vickaryous, J. M. Lavigne. 2000. Baby hadrosaurid material associated with an unusually high abundance of Troodon teeth from the Horseshoe Canyon Formation, Upper Cretaceous, Alberta, Cananda. Gaia 15:123-133",70.6,66,4581,2,"SC.2",69.75,68.27,NA,-83.3814,59.5666,7057,1,-112.878609,51.538891,"Non-singleton"
"248",60563,"Horseshoe Canyon",575885,"occ",NA,"","Richardoestesia sp.","genus",58873,"","Richardoestesia",NA,"genus",58873,"Early Maastrichtian","",74,67.696,"Ryan et al.",2000,17404,"Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Richardoestesia",NA,NA,11,"specimens",-112.878609,51.538891,"","RTMP L2000, Horsethief Canyon",NA,"","CA","Alberta","","estimated from map","seconds","small collection","Horsethief Canyon, near Drumheller in the Red Deer Valley","gp_mid",-68.44,63.7,"101","CA","","Edmonton","","bed","","","","","",NA,"","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","""channel""","","meandering channel deposits interpreted as having been deposited in an overbank setting during a flood event; scattered fossils are interpreted to represent a modern deflational lag formed by winnowing away of fine-grained sediments","macrofossils,mesofossils","","","","","",NA,"","body","variable","","","","dispersed","random","","","frequent","","","","taxonomic","surface (float),surface (in situ),sieve,field collection","","","","","","","","","terrestrial",NA,"actively mobile","ground dwelling","","carnivore","oviparous","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Horseshoe Canyon","Edmonton","","""3.5 m thick, olive-coloured, silty shale that contains a prominent ironstone layer, abundant small siderite nodules and rare sideritized rhizoliths""","""shale""","sideritic","","silty,carbonaceous","Y","ironstone","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","M. J. Ryan, P. J. Currie, and J. D. Gardner, M. K. Vickaryous, J. M. Lavigne. 2000. Baby hadrosaurid material associated with an unusually high abundance of Troodon teeth from the Horseshoe Canyon Formation, Upper Cretaceous, Alberta, Cananda. Gaia 15:123-133",70.6,66,4471,2,"SC.2",69.75,68.27,NA,-83.3814,59.5666,7057,1,-112.878609,51.538891,"Non-singleton"
